,0.75625,0.77222,Star Wars: The Clone Wars,
,0.7875,0.80278,Parks and Recreation,
,0.80764,0.82292,Parks and Recreation,
,0.82986,0.84514,Parks and Recreation,
,0.84861,0.86389,Parks and Recreation,
,0.87083,0.88542,Parks and Recreation,
1/20/16,0.63681,0.65139,Parks and Recreation,
,0.65208,0.66736,Parks and Recreation,
,0.66736,0.68264,Parks and Recreation,
,0.68681,0.70208,Parks and Recreation,
,0.70278,0.71806,Parks and Recreation,
,0.82708,0.84236,Parks and Recreation,
,0.84444,0.85972,Parks and Recreation,
1/21/16,0.88194,0.89792,Star Wars: The Clone Wars,
1/22/16,0.65903,0.67778,Parks and Recreation,
,0.80486,0.82014,Parks and Recreation,
,0.93056,0.94583,Parks and Recreation,
,0.94583,0.96111,Parks and Recreation,
,0.96111,0.97639,Parks and Recreation,
,0.97847,0.99375,Parks and Recreation,
1/23/16,0.00903,0.02431,Parks and Recreation,
,0.64514,0.73958,Star Wars: Episode I - The Phantom Menace,
,0.83403,0.91181,22 Jump Street,
1/24/16,0.49653,0.51181,Parks and Recreation,
,0.52569,0.54097,Parks and Recreation,
,0.54097,0.55625,Parks and Recreation,
,0.55625,0.57708,Parks and Recreation,
,0.57778,0.59514,Parks and Recreation,
,0.59514,0.61042,Parks and Recreation,
,0.6125,0.62778,The Office,
,0.62778,0.64375,Star Wars: The Clone Wars,
,0.66736,0.68333,Star Wars: The Clone Wars,
,0.68333,0.69931,Star Wars: The Clone Wars,
,0.71944,0.73472,Parks and Recreation,
,0.73472,0.74931,Parks and Recreation,
,0.75417,0.76875,Parks and Recreation,
,0.77083,0.78542,Parks and Recreation,
,0.78889,0.80347,Parks and Recreation,
,0.80417,0.82222,Parks and Recreation,
,0.83403,0.84861,Parks and Recreation,
,0.85,0.86458,Parks and Recreation,
1/25/16,0.25,0.26597,Star Wars: The Clone Wars,
,0.81181,0.82778,Star Wars: The Clone Wars,
,0.82917,0.84444,Star Wars: The Clone Wars,
,0.84792,0.86389,Star Wars: The Clone Wars,
,0.86806,0.88403,Star Wars: The Clone Wars,
,0.88403,0.9,Star Wars: The Clone Wars,
1/26/16,0.63889,0.65347,Parks and Recreation,
,0.65903,0.67778,Parks and Recreation,
,0.70764,0.72222,Parks and Recreation,
,0.74583,0.76319,Parks and Recreation,
,0.76389,0.77847,Parks and Recreation,
,0.77986,0.79444,Parks and Recreation,
,0.79722,0.81667,Parks and Recreation,
,0.81667,0.83194,Parks and Recreation,
,0.83542,0.85139,Star Wars: The Clone Wars,
,0.89375,0.90972,Star Wars: The Clone Wars,
1/27/16,0.69167,0.70694,Parks and Recreation,
,0.70764,0.72292,Parks and Recreation,
,0.72292,0.73819,Parks and Recreation,
,0.74097,0.75556,Parks and Recreation,
,0.75833,0.77708,Parks and Recreation,
,0.91042,0.92569,Parks and Recreation,
,0.92569,0.94097,Parks and Recreation,
1/28/16,,,-,
1/29/16,,,-,
1/30/16,0.40764,0.42292,Parks and Recreation,
,0.42292,0.43819,Parks and Recreation,
,0.53333,0.54792,Parks and Recreation,
,0.54792,0.56319,Parks and Recreation,
,0.56667,0.58194,Parks and Recreation,
,0.58264,0.59792,Parks and Recreation,
,0.60347,0.61875,Parks and Recreation,
,0.61806,0.63333,Parks and Recreation,
1/31/16,0.05833,0.07292,Parks and Recreation,
,0.52569,0.54097,Parks and Recreation,
,0.54167,0.55625,Parks and Recreation,
,0.55694,0.57153,Parks and Recreation,
,0.57778,0.59236,Parks and Recreation,
,0.59375,0.60833,Parks and Recreation,
,0.60903,0.62361,Parks and Recreation,
,0.62431,0.63889,Parks and Recreation,
,0.63889,0.65347,Parks and Recreation,
,0.65347,0.66875,Parks and Recreation,
,0.95694,0.97292,Star Wars: The Clone Wars,
2/1/16,0.81667,0.83194,Parks and Recreation,
,0.83194,0.84722,Parks and Recreation,
,0.84653,0.86181,Parks and Recreation,
,0.86181,0.87778,Star Wars: The Clone Wars,
2/2/16,0.64028,0.70139,Sherlock,
,0.72083,0.78264,Sherlock,
,0.78264,0.84514,Sherlock,
2/3/16,0.66806,0.72917,Sherlock,
,0.75764,0.81944,Sherlock,
2/4/16,0.53819,0.55417,Star Wars: The Clone Wars,
,0.55764,0.57361,Star Wars: The Clone Wars,
,0.57361,0.58958,Star Wars: The Clone Wars,
,0.60833,0.62431,Star Wars: The Clone Wars,
,0.81528,0.83056,Parks and Recreation,
,0.83056,0.84583,Parks and Recreation,
,0.89792,0.91319,Parks and Recreation,
,0.91319,0.92847,Parks and Recreation,
,0.92847,0.94375,Parks and Recreation,
2/5/16,0.77708,0.79236,Parks and Recreation,
2/6/16,0.625,0.72361,Star Wars: Episode II - Attack of the Clones,
,0.94167,0.97083,Parenthood,
2/7/16,0.78472,0.79931,Parks and Recreation,
,0.79931,0.81458,Parks and Recreation,
,0.81667,0.83194,Parks and Recreation,
,0.83403,0.84931,Parks and Recreation,
,0.85208,0.86736,Parks and Recreation,
,0.87986,0.89514,Parks and Recreation,
,0.89444,0.90972,Parks and Recreation,
,0.92639,0.94167,Parks and Recreation,
,0.94167,0.95694,Parks and Recreation,
2/8/16,0.65139,0.68125,Parks and Recreation,
,0.68264,0.69792,Parks and Recreation,
,0.70139,0.71667,Parks and Recreation,
,0.71597,0.73125,Parks and Recreation,
,0.73194,0.74722,Parks and Recreation,
,0.74792,0.76319,Parks and Recreation,
,0.76389,0.77917,Parks and Recreation,
,0.77917,0.79444,Parks and Recreation,
,0.81111,0.82639,Parks and Recreation,
,0.82639,0.84167,Parks and Recreation,
,0.84167,0.85694,Parks and Recreation,
2/9/16,0.6625,0.67778,Parks and Recreation,
,0.67778,0.69306,Parks and Recreation,
,0.69306,0.70833,Parks and Recreation,
,0.70833,0.72361,Parks and Recreation,
,0.72639,0.74167,Parks and Recreation,
,0.74236,0.75764,Parks and Recreation,
,0.76042,0.77569,Parks and Recreation,
,0.77778,0.79306,Parks and Recreation,
,0.79583,0.82569,Parks and Recreation,
2/10/16,,,-,
2/11/16,,,-,
2/12/16,0.53125,0.54653,Parks and Recreation,
,0.54722,0.5625,Parks and Recreation,
,0.58333,0.59861,Parks and Recreation,
,0.60069,0.61597,Parks and Recreation,
,0.6,0.66042,Sherlock,
,0.66458,0.72431,Sherlock,
,0.74028,0.80208,Sherlock,
,0.92639,0.94167,Parks and Recreation,
,0.95,0.96528,Parks and Recreation,
,0.96667,0.98264,Star Wars: The Clone Wars,
2/13/16,0.46389,0.47917,Parks and Recreation,
,0.48125,0.49653,Parks and Recreation,
,0.50417,0.51944,Parks and Recreation,
,0.69028,0.70486,Parks and Recreation,
2/14/16,0.06319,0.07847,The Office,
,0.43194,0.44722,The Office,
,0.44653,0.46181,The Office,
,0.48889,0.50417,The Office,
,0.50486,0.52014,The Office,
,0.52014,0.53542,The Office,
,0.53542,0.55069,The Office,
,0.55139,0.56667,The Office,
,0.58958,0.60486,Star Wars: The Clone Wars,
,0.9,0.96667,The Ugly Truth,
2/15/16,0.47292,0.48889,Star Wars: The Clone Wars,
,0.73194,0.74722,The Office,
,0.74792,0.76319,The Office,
,0.7625,0.77778,The Office,
,0.78056,0.79583,The Office,
,0.79583,0.81111,The Office,
,0.81319,0.82847,The Office,
2/16/16,,,-,
2/17/16,0.77917,0.79444,Parks and Recreation,
,0.80417,0.83403,Parks and Recreation,
2/18/16,0.60278,0.61806,The Office,
,0.61875,0.63403,The Office,
,0.70278,0.72014,The Office,
,0.71944,0.73472,The Office,
,0.73472,0.75,The Office,
,0.75625,0.77153,The Office,
,0.77431,0.82847,Psych,
,0.82986,0.85972,Psych,
2/19/16,0.87222,0.90208,Psych,
2/20/16,0.46458,0.49444,Psych,
,0.54931,0.56458,The Office,
,0.56667,0.58194,The Office,
,0.58681,0.60208,The Office,
,0.60486,0.62014,The Office,
,0.62778,0.64306,The Office,
,0.87847,0.94167,Enemy,
2/21/16,0.00208,0.01736,The Office,
,0.01736,0.03264,The Office,
,0.49861,0.52778,Parenthood,
,0.78125,0.79653,The Office,
,0.7875,0.81667,Psych,
,0.81875,0.84792,Psych,
2/22/16,0.59861,0.62847,Psych,
,0.62847,0.65833,Psych,
,0.65833,0.68819,Psych,
,0.69444,0.72431,Psych,
,0.73681,0.76667,Psych,
,0.78611,0.81597,Psych,
,0.81806,0.84792,Psych,
,0.85,0.88056,Psych,
2/23/16,,,-,
2/24/16,0.70069,0.72986,Psych,
,0.88472,0.91389,Psych,
2/25/16,0.78819,0.81806,Psych,
,0.86528,0.89514,Psych,
2/26/16,,,-,
2/27/16,0.40972,0.43958,Psych,
,0.44236,0.47222,Psych,
,0.81042,0.84028,Parenthood,
2/28/16,0.49097,0.52083,Psych,
,0.52708,0.55694,Psych,
,0.57708,0.60694,Psych,
,0.61389,0.64375,Psych,
,0.64722,0.67708,Psych,
,0.76319,0.77847,The Office,
,0.78056,0.81042,Psych,
,0.81597,0.84583,Psych,
2/29/16,0.66389,0.69375,Psych,
3/1/16,0.66667,0.68056,The Office,
,0.85486,0.88611,The Following,
,0.90972,0.94028,The Following,
,0.94167,0.97222,The Following,
3/2/16,0.225,0.39306,Hamlet,
,0.65972,0.69028,The Following,
,0.69444,0.72431,The Following,
,0.72639,0.75694,The Following,
,0.75694,0.78611,The Following,
,0.79306,0.82292,The Following,
,0.82639,0.85625,The Following,
3/3/16,0.86319,0.89375,The Following,
3/4/16,0.80069,0.83056,Parenthood,
3/5/16,0.50694,0.54792,House of Cards,
,0.57014,0.60833,House of Cards,
,0.62639,0.66319,House of Cards,
,0.65278,0.68264,The Following,
,0.68542,0.71597,The Following,
,0.71597,0.74583,The Following,
,0.95347,0.97014,The Office,
,0.98333,0.99861,The Office,
3/6/16,0.45278,0.48611,House of Cards,
,0.48819,0.52431,House of Cards,
,0.55833,0.57361,The Office,
,0.59375,0.63125,House of Cards,
3/7/16,0.6125,0.62778,The Office,
,0.62847,0.64375,The Office,
,0.64375,0.65903,The Office,
,0.65903,0.67431,The Office,
,0.69514,0.71042,The Office,
,0.76181,0.77708,The Office,
3/8/16,0.42014,0.43542,El Chavo del Ocho,
,0.86389,0.89444,House of Cards,
,0.91806,0.95417,House of Cards,
3/9/16,,,-,
3/10/16,,,-,
3/11/16,0.76806,0.85069,Howl's Moving Castle,
3/12/16,0.42847,0.46806,House of Cards,
,0.48333,0.52014,House of Cards,
,0.55417,0.58889,House of Cards,
,0.60208,0.64236,House of Cards,
,0.89167,0.92153,Parenthood,
3/13/16,0.53889,0.55417,The Office,
,0.56111,0.57639,The Office,
,0.97292,0.98819,The Office,
3/14/16,0.94028,0.95556,The Office,
3/15/16,0.65833,0.67361,The Office,
,0.67361,0.68889,The Office,
,0.68889,0.70417,The Office,
,0.70417,0.71944,The Office,
,0.72014,0.73542,The Office,
,0.7375,0.75486,The Office,
,0.75486,0.76806,The Office,
,0.76875,0.78403,The Office,
,0.80208,0.81736,The Office,
,0.81736,0.83264,The Office,
,0.83403,0.84931,The Office,
,0.85,0.86528,The Office,
,0.86528,0.88056,The Office,
,0.92847,0.95764,The Following,
,0.92014,0.94931,Psych,
3/16/16,0.81806,0.84722,The Following,
,0.84861,0.87917,The Following,
,0.87847,0.90833,The Following,
,0.9125,0.94306,The Following,
3/17/16,0.83333,0.86319,Psych,
,0.92431,0.95347,Psych,
3/18/16,0.75486,0.78472,Psych,
,0.78472,0.81458,Psych,
,0.81597,0.84514,Psych,
,0.87778,0.90764,Psych,
,0.95903,0.98889,Psych,
3/19/16,0.69306,0.70833,Pawn Stars,
3/20/16,,,-,
3/21/16,0.64861,0.67847,Psych,
,0.80764,0.8375,Psych,
,0.84028,0.87014,Psych,
,0.87847,0.90833,Psych,
,0.92292,0.95278,Psych,
3/22/16,0.65347,0.68264,The Following,
,0.68889,0.71806,The Following,
,0.72431,0.75417,The Following,
,0.75833,0.78819,The Following,
,0.79028,0.82014,The Following,
,0.82292,0.85347,The Following,
,0.86597,0.89583,The Following,
,0.90347,0.93264,The Following,
3/23/16,0.43194,0.4625,The Following,
,0.51042,0.54097,The Following,
,0.54861,0.57847,The Following,
,0.58819,0.61875,The Following,
,0.63958,0.66944,The Following,
,0.68472,0.71458,The Following,
,0.74444,0.77361,The Following,
,0.77708,0.80694,The Following,
